NOFOLIO,ENTIDAD,CCT,GENERO,NOMBRE_CT                                                                                               ,N_TURNO,EXTENSION,NOMBRE_MUN,NOMBRE_LOC,MARGINA,SOST,SUBSIST,NVL_ESP,NVL_MAT,
130000151B17,HIDALGO,13DCT0005G,M,CBTIS 199,VESPERTINO,,MIXQUIAHUALA DE JUAREZ,MIXQUIAHUALA,MUY BAJO,FEDERAL,DGETI,III,IV,
130000152B17,HIDALGO,13DCT0005G,M,CBTIS 199,VESPERTINO,,MIXQUIAHUALA DE JUAREZ,MIXQUIAHUALA,MUY BAJO,FEDERAL,DGETI,IV,II,
130000153B17,HIDALGO,13DCT0005G,M,CBTIS 199,VESPERTINO,,MIXQUIAHUALA DE JUAREZ,MIXQUIAHUALA,MUY BAJO,FEDERAL,DGETI,I,I,
130000154B17,HIDALGO,13DCT0005G,M,CBTIS 199,VESPERTINO,,MIXQUIAHUALA DE JUAREZ,MIXQUIAHUALA,MUY BAJO,FEDERAL,DGETI,II,I,
130000155B17,HIDALGO,13DCT0005G,M,CBTIS 199,VESPERTINO,,MIXQUIAHUALA DE JUAREZ,MIXQUIAHUALA,MUY BAJO,FEDERAL,DGETI,III,II,
130000156B17,HIDALGO,13DCT0005G,M,CBTIS 199,VESPERTINO,,MIXQUIAHUALA DE JUAREZ,MIXQUIAHUALA,MUY BAJO,FEDERAL,DGETI,III,II,
130000157B17,HIDALGO,13DCT0005G,H,CBTIS 199,VESPERTINO,,MIXQUIAHUALA DE JUAREZ,MIXQUIAHUALA,MUY BAJO,FEDERAL,DGETI,III,I,
130000158B17,HIDALGO,13DCT0005G,M,CBTIS 199,VESPERTINO,,MIXQUIAHUALA DE JUAREZ,MIXQUIAHUALA,MUY BAJO,FEDERAL,DGETI,III,II,
130000159B17,HIDALGO,13DCT0005G,H,CBTIS 199,VESPERTINO,,MIXQUIAHUALA DE JUAREZ,MIXQUIAHUALA,MUY BAJO,FEDERAL,DGETI,III,IV,
130000160B17,HIDALGO,13DCT0005G,M,CBTIS 199,VESPERTINO,,MIXQUIAHUALA DE JUAREZ,MIXQUIAHUALA,MUY BAJO,FEDERAL,DGETI,III,I,
130000161B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000162B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000164B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,II,
130000165B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000166B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,II,
130000167B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000168B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,II,
130000169B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,II,
130000170B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,III,
130000171B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000172B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000173B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000174B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000175B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000176B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,IV,II,
130000177B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000178B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000179B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000180B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000181B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,II,
130000182B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000183B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000184B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000185B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000186B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000188B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000190B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000191B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000192B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000193B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000194B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000195B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000196B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000197B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000198B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000199B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000200B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000201B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000202B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000203B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000204B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000205B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000206B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000207B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000208B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000209B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000211B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000212B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000213B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000214B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000215B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,II,
130000216B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000217B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000218B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000219B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000220B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000221B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000222B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,II,
130000223B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000224B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,III,
130000225B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,IV,8,
130000226B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000227B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,IV,III,
130000228B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000229B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,IV,III,
130000230B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,II,
130000231B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000232B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,II,
130000233B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000234B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000235B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000236B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000237B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000238B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000239B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000240B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,MATUTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,IV,II,
130000241B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000242B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,II,
130000243B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,II,
130000244B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,II,
130000246B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000247B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,II,
130000248B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000249B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000250B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000252B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,IV,III,
130000253B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000254B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,III,
130000255B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000256B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000257B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,IV,II,
130000258B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000259B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,II,
130000260B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,II,
130000261B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000262B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000264B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000265B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,IV,II,
130000266B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,8,
130000267B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,III,
130000268B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000270B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000271B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000272B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000273B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,I,I,
130000274B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000275B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,8,I,
130000276B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000278B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000279B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,III,
130000280B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
130000281B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,I,
130000282B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,II,
130000283B17,HIDALGO,13ECB0014Y,M,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,IV,III,
130000284B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,III,II,
130000285B17,HIDALGO,13ECB0014Y,H,COLEGIO DE BACHILLERES PLANTEL FRANCISCO I. MADERO,VESPERTINO,,FRANCISCO I. MADERO,EL HOYO,ALTO,ESTATAL,COBACH,II,I,
